"id";"name";"description";"price";"Qty";"image";"subcategory";"category"
657;"Relish Ola Pakoda Snacks";"Relish Ola Pakoda Snacks";"40";1;"Relish_Ola_Pakoda_Snacks.png";"Snacks";"Food"
658;"Relish Rose Cookies Snacks";"Relish Rose Cookies Snacks";"40";1;"Relish_Rose_Cookies_Snacks.png";"Cookies";"Food"
659;"Reynolds Pen Rorito";"Reynolds Pen Rorito";"5";1;"Reynolds_Pen_Rorito.png";"Office supplies";"Personal Care"
660;"Rin Detergent Bar";"Rin Detergent Bar";"5";1;"Rin_Detergent_Bar.png";"Detergent";"Household"
661;"Rin Fabric Whitener Ala";"Rin Fabric Whitener Ala";"60";1;"Rin_Fabric_Whitener_Ala.png";"Laundry";"Household"
662;"Rks Multani Matty";"Rks Multani Matty";"55";1;"Rks_Multani_Matty.png";"Spices";"Food"
663;"RMR Gingelly Oil";"RMR Gingelly Oil";"195;385";1;"RMR_Gingelly_Oil.png";"Oils";"Food"
664;"RMR Groundnut Oil";"RMR Groundnut Oil";"155;285";1;"RMR_Groundnut_Oil.png";"Condiments";"Food"
665;"Ruchi Gold Mustard Oil";"Ruchi Gold Mustard Oil";"32;66";1;"Ruchi_Gold_Mustard_Oil.png";"Condiments";"Food"
666;"Ruchi Magic Mango Thokku Pickle";"Ruchi Magic Mango Thokku Pickle";"70";1;"Ruchi_Magic_Mango_Thokku_Pickle.png";"Condiments";"Food"
667;"Russi Cold Pressed Coconut Oil";"Russi Cold Pressed Coconut Oil";"150";1;"Russi_Cold_Pressed_Coconut_Oil.png";"Oil";"Food"
668;"Russi Cold Pressed Sesame Oil";"Russi Cold Pressed Sesame Oil";"330";1;"Russi_Cold_Pressed_Sesame_Oil.png";"Condiments";"Food"
669;"Russi Groundnut Oil";"Russi Groundnut Oil";"220";1;"Russi_Groundnut_Oil.png";"Condiments";"Food"
670;"S K Classic Premium Ponni Boiled Rice";"S K Classic Premium Ponni Boiled Rice";"600";1;"S_K_Classic_Premium_Ponni_Boiled_Rice.png";"Rice.";"Food"
671;"S M Cottage Rose Water";"S M Cottage Rose Water";"15";1;"S_M_Cottage_Rose_Water.png";"Beauty";"Personal Care"
672;"S.Sithanathan Sons Javvathu Vaasanai Vibuthu";"S.Sithanathan Sons Javvathu Vaasanai Vibuthu";"10";1;"S_Sithanathan_Sons_Javvathu_Vaasanai_Vibuthu.png";"Spices";"Food"
673;"Sabena Shine Everything";"Sabena Shine Everything";"12";1;"Sabena_Shine_Everything.png";"Cleaning";"Household"
674;"Sai Bhajan Dhoop Bathi";"Sai Bhajan Dhoop Bathi";"50";1;"Sai_Bhajan_Dhoop_Bathi.png";"Pooja";"Household"
675;"Sakthi Ragi Flour";"Sakthi Ragi Flour";"36";1;"Sakthi_Ragi_Flour.png";"Grains";"Food"
676;"Sampirani Bathies";"Sampirani Bathies";"18";1;"Sampirani_Bathies.png";"Soap";"Personal Care"
677;"Saravana Amla Juice";"Saravana Amla Juice";"150";1;"Saravana_Amla_Juice.png";"Beverages";"Food"
678;"Saravana Amla Karela Jamun Herbal Juice";"Saravana Amla Karela Jamun Herbal Juice";"249";1;"Saravana_Amla_Karela_Jamun_Herbal_Juice.png";"Health drink";"Food"
679;"Saravana Avarampoo Juice";"Saravana Avarampoo Juice";"190";1;"Saravana_Avarampoo_Juice.png";"Health drink";"Food"
680;"Saravana Fig Juice";"Saravana Fig Juice";"249";1;"Saravana_Fig_Juice.png";"Health drink";"Food"
681;"Saravana Flax Seed With Arjuna Amla Herbal Juice";"Saravana Flax Seed With Arjuna Amla Herbal Juice";"279";1;"Saravana_Flax_Seed_With_Arjuna_Amla_Herbal_Juice.png";"Health";"Personal Care"
682;"Saravana Herbal Juice Triphala";"Saravana Herbal Juice Triphala";"190";1;"Saravana_Herbal_Juice_Triphala.png";"Health drink";"Food"
683;"Saravana Kodampuli Kollusaru";"Saravana Kodampuli Kollusaru";"360";1;"Saravana_Kodampuli_Kollusaru.png";"Pooja";"Household"
684;"Saravana Musli With Fig Herbal Juice Musli";"Saravana Musli With Fig Herbal Juice Musli";"720";1;"Saravana_Musli_With_Fig_Herbal_Juice_Musli.png";"Health drink";"Food"
685;"Saravana Punaravana Herbal Juice";"Saravana Punaravana Herbal Juice";"279";1;"Saravana_Punaravana_Herbal_Juice.png";"Health drink";"Food"
686;"Saravana Thuththi Indian Mallow Herbal Juice";"Saravana Thuththi Indian Mallow Herbal Juice";"225";1;"Saravana_Thuththi_Indian_Mallow_Herbal_Juice.png";"Medicine";"Personal Care"
687;"Sensodyne New Soft Daily Care Toothbrush";"Sensodyne New Soft Daily Care Toothbrush";"29";1;"Sensodyne_New_Soft_Daily_Care_Toothbrush.png";"Oral";"Personal Care"
688;"Sensodyne Sensitive (Soft) Toothbrush";"Sensodyne Sensitive (Soft) Toothbrush";"48;75";1;"Sensodyne_Sensitive_Soft_Toothbrush.png";"Oral";"Personal Care"
689;"Sensodyne Sensitive Gentle On Teeth Soft (3 Pack) Toothbrush";"Sensodyne Sensitive Gentle On Teeth Soft (3 Pack) Toothbrush";"97";1;"Sensodyne_Sensitive_Gentle_On_Teeth_Soft_3_Pack_Toothbrush.png";"Oral";"Personal Care"
690;"Shalimar Flora Fluxo Incense";"Shalimar Flora Fluxo Incense";"75";1;"Shalimar_Flora_Fluxo_Incense.png";"Pooja";"Household"
691;"Shiba Snacks Shiba Mixture";"Shiba Snacks Shiba Mixture";"38";1;"Shiba_Snacks_Shiba_Mixture.png";"Snacks";"Food"
692;"Shiv Ganga Ganga Gal Ganga Gal";"Shiv Ganga Ganga Gal Ganga Gal";"110";1;"Shiv_Ganga_Ganga_Gal_Ganga_Gal.png";"Beverages";"Food"
693;"Shiv Ganga Ganga Water";"Shiv Ganga Ganga Water";"25";1;"Shiv_Ganga_Ganga_Watet.png";"Beverages";"Food"
694;"Shiv Ganga Pure Ganga Jal Ganga Jal";"Shiv Ganga Pure Ganga Jal Ganga Jal";"21";1;"Shiv_Ganga_Pure_Ganga_Jal_Ganga_Jal.png";"Beverages";"Food"
695;"Shower To Shower Cologne Cool Prickly Heat Powder";"Shower To Shower Cologne Cool Prickly Heat Powder";"52;105";1;"Shower_To_Shower_Cologne_Cool_Prickly_Heat_Powder.png";"Bath";"Personal Care"
696;"Shrika Groundnut Cake";"Shrika Groundnut Cake";"40";1;"Shrika_Groundnut_Cake.png";"Sweets";"Food"
697;"Shrika Kampu Ghee Cake";"Shrika Kampu Ghee Cake";"40";1;"Shrika_Kampu_Ghee_Cake.png";"Desserts";"Food"
698;"Shrika Pottu Kadalai Ghee Cake";"Shrika Pottu Kadalai Ghee Cake";"40";1;"Shrika_Pottu_Kadalai_Ghee_Cake.png";"sweets";"Food"
699;"Shrika Sesame Cake";"Shrika Sesame Cake";"20;40";1;"Shrika_Sesame_Cake.png";"Snacks";"Food"
700;"Shrika Sweets Ragi Ghee Cake";"Shrika Sweets Ragi Ghee Cake";"40";1;"Shrika_Sweets_Ragi_Ghee_Cake.png";"Dessert";"Food"
701;"Sibiya Snacks Sibiya Kara Sev";"Sibiya Snacks Sibiya Kara Sev";"38";1;"Sibiya_Snacks_Sibiya_Kara_Sev.png";"snacks";"Food"
702;"Sibiya Snacks Sibiya Potato Chelli";"Sibiya Snacks Sibiya Potato Chelli";"38";1;"Sibiya_Snacks_Sibiya_Potato_Chelli.png";"Snacks";"Food"
703;"Sibiya Snacks Sibiya Verkadalai";"Sibiya Snacks Sibiya Verkadalai";"38";1;"Sibiya_Snacks_Sibiya_Verkadalai.png";"Snacks.";"Food"
704;"Sibiya Snacks Sibiya White Muruku";"Sibiya Snacks Sibiya White Muruku";"38";1;"Sibiya_Snacks_Sibiya_White_Muruku.png";"snacks";"Food"
705;"SKC Premium Ghee For Food";"SKC Premium Ghee For Food";"166;400";1;"SKC_Premium_Ghee_For_Food.png";"Dairy";"Food"
706;"Sliver Brite Scrub Pad";"Sliver Brite Scrub Pad";"15";1;"Sliver_Brite_Scrub_Pad.png";"Dishwashing";"Household"
707;"Solaimalai Drugs Nerunjil Syrup";"Solaimalai Drugs Nerunjil Syrup";"170";1;"Solaimalai_Drugs_Nerunjil_Syrup.png";"Medicine";"Personal Care"
708;"Special Candels";"Special Candels";"28";1;"Special_Candels.png";"Household";"Household"
709;"Spinz BB Talcum Powder";"Spinz BB Talcum Powder";"75;45";1;"Spinz_BB_Talcum_Powder.png";"Cosmetics";"Personal Care"
710;"Spinz Fantasy Talcum Powder";"Spinz Fantasy Talcum Powder";"74;37";1;"Spinz_Fantasy_Talcum_Powder.png";"Bath and Beauty";"Personal Care"
711;"Spot Out Ant Killer Powder";"Spot Out Ant Killer Powder";"40";1;"Spot_Out_Ant_Killer_Powder.png";"Insecticides.";"Household"
712;"Spot Out Flies Killer";"Spot Out Flies Killer";"24";1;"Spot_Out_Flies_Killer.png";"Insecticides.";"Household"
713;"Spotzero Steel Scrub";"Spotzero Steel Scrub";"30";1;"Spotzero_Steel_Scrub.png";"Kitchen";"Food"
714;"Spotzero Utensil Sponge & Scrub";"Spotzero Utensil Sponge & Scrub";"20";1;"Spotzero_Utensil_Sponge_Scrub.png";"Kitchen";"Food"
715;"Sreealagar Sweets Barfee Rs 5 Big Jar & Small Jar";"Sreealagar Sweets Barfee Rs 5 Big Jar & Small Jar";"300";1;"Sreealagar_Sweets_Barfee_Rs_5_Big_Jar_Small_Jar.png";"Sweets";"Food"
716;"Sri Mathaji Garlic Appalam Chips";"Sri Mathaji Garlic Appalam Chips";"25";1;"Sri_Mathaji_Garlic_Appalam_Chips.png";"Snacks";"Food"
717;"Sri Shanthi Oil Stores Badam";"Sri Shanthi Oil Stores Badam";"220";1;"Sri_Shanthi_Oil_Stores_Badam.png";"Nuts";"Food"
718;"Sri Shanthi Oil Stores Cashew Nuts";"Sri Shanthi Oil Stores Cashew Nuts";"230;92";1;"Sri_Shanthi_Oil_Stores_Cashew_Nuts.png";"Nuts";"Food"
719;"Sri Shanthi Oil Stores Coconut Oil";"Sri Shanthi Oil Stores Coconut Oil";"145";1;"Sri_Shanthi_Oil_Stores_Coconut_Oil.png";"Condiments";"Food"
720;"Sri Shanthi Oil Stores Dry Athii";"Sri Shanthi Oil Stores Dry Athii";"240";1;"Sri_Shanthi_Oil_Stores_Dry_Athii.png";"Dried fruit";"Food"
721;"Sri Shanthi Oil Stores Dry Grapes";"Sri Shanthi Oil Stores Dry Grapes";"95";1;"Sri_Shanthi_Oil_Stores_Dry_Grapes.png";"Dried fruit";"Food"
722;"Sri Shanthi Oil Stores Five Oil Combines Deepam Oil";"Sri Shanthi Oil Stores Five Oil Combines Deepam Oil";"170;90";1;"Sri_Shanthi_Oil_Stores_Five_Oil_Combines_Deepam_Oil.png";"Condiments";"Food"
723;"Sri Shanthi Oil Stores Javvarusi";"Sri Shanthi Oil Stores Javvarusi";"25";1;"Sri_Shanthi_Oil_Stores_Javvarusi.png";"Dry goods";"Food"
724;"Sri Shanthi Oil Stores Kadalennai";"Sri Shanthi Oil Stores Kadalennai";"175;90";1;"Sri_Shanthi_Oil_Stores_Kadalennai.png";"Condiments";"Food"
725;"Sri Shanthi Oil Stores Kan Dhristi Kid";"Sri Shanthi Oil Stores Kan Dhristi Kid";"195";1;"Sri_Shanthi_Oil_Stores_Kan_Dhristi_Kid.png";"Condiments";"Food"
726;"Sri Shanthi Oil Stores Karuppu Ulunthu";"Sri Shanthi Oil Stores Karuppu Ulunthu";"32";1;"Sri_Shanthi_Oil_Stores_Karuppu_Ulunthu.png";"Pulses";"Food"
727;"Sri Shanthi Oil Stores Mochai";"Sri Shanthi Oil Stores Mochai";"22";1;"Sri_Shanthi_Oil_Stores_Mochai.png";"Legume";"Food"
728;"Sri Shanthi Oil Stores Pachai Pattani";"Sri Shanthi Oil Stores Pachai Pattani";"25";1;"Sri_Shanthi_Oil_Stores_Pachai_Pattani.png";"Legume";"Food"
729;"Sri Shanthi Oil Stores Pachai Payuru";"Sri Shanthi Oil Stores Pachai Payuru";"30";1;"Sri_Shanthi_Oil_Stores_Pachai_Payuru.png";"Pulses";"Food"
730;"Sri Shanthi Oil Stores Pista";"Sri Shanthi Oil Stores Pista";"120";1;"Sri_Shanthi_Oil_Stores_Pista.png";"Nuts";"Food"
731;"Sri Shanthi Oil Stores Saara Paruppu";"Sri Shanthi Oil Stores Saara Paruppu";"65";1;"Sri_Shanthi_Oil_Stores_Saara_Paruppu.png";"pulses";"Food"
732;"Sri Shanthi Oil Stores Thuvarai";"Sri Shanthi Oil Stores Thuvarai";"40";1;"Sri_Shanthi_Oil_Stores_Thuvarai.png";"pulses";"Food"
733;"Sri Shanthi Oil Stores Vellai Karamani";"Sri Shanthi Oil Stores Vellai Karamani";"40";1;"Sri_Shanthi_Oil_Stores_Vellai_Karamani.png";"Legume";"Food"
734;"Sri Shanthi Oil Stores Velleri Vithai";"Sri Shanthi Oil Stores Velleri Vithai";"30";1;"Sri_Shanthi_Oil_Stores_Velleri_Vithai.png";"Condiments";"Food"
735;"Sri Shanthi Oil Stores Vendhayam";"Sri Shanthi Oil Stores Vendhayam";"30";1;"Sri_Shanthi_Oil_Stores_Vendhayam.png";"Condiments";"Food"
736;"Sri Shanthi Oil Stores White Mookadalai";"Sri Shanthi Oil Stores White Mookadalai";"22";1;"Sri_Shanthi_Oil_Stores_White_Mookadalai.png";"Legume";"Food"
737;"SSHFP Curry Leaves Powder";"SSHFP Curry Leaves Powder";"40";1;"SSHFP_Curry_Leaves_Powder.png";"Spices";"Food"
738;"SSHFP Idly Powder";"SSHFP Idly Powder";"40";1;"SSHFP_Idly_Powder_Idly_Powder.png";"Condiments";"Food"
739;"SSHFP Mint Powder";"SSHFP Mint Powder";"40";1;"SSHFP_Mint_Powder_Mint_Powder.png";"Condiments";"Food"
740;"SSHFP Paruppu Powder";"SSHFP Paruppu Powder";"40";1;"SSHFP_Paruppu_Powder_Paruppu_Powder.png";"Condiments";"Food"
741;"SSHFP Rasam Powder";"SSHFP Rasam Powder";"40";1;"SSHFP_Rasam_Powder_Rasam_Powder.png";"Spices";"Food"
742;"SSHFP Sambar Powder";"SSHFP Sambar Powder";"40";1;"SSHFP_Sambar_Powder_Sambar_Powder.png";"Spices";"Food"
743;"SSHFP Sesame Powder";"SSHFP Sesame Powder";"40";1;"SSHFP_Sesame_Powder_Sesame_Powder.png";"Condiments";"Food"
744;"Star Corn Flour";"Star Corn Flour";"35";1;"Star_Corn_Flour.png";"Baking";"Food"
745;"Store Brand Black Gram Powder";"Store Brand Black Gram Powder";"35";1;"Store_Brand_Black_Gram_Powder.png";"Spices";"Food"
746;"Store Brand Chettinadu Kulambu Powder";"Store Brand Chettinadu Kulambu Powder";"50";1;"Store_Brand_Chettinadu_Kulambu_Powder.png";"Spices";"Food"
747;"Store Brand Chilli Powder";"Store Brand Chilli Powder";"35";1;"Store_Brand_Chilli_Powder.png";"Spices";"Food"
748;"Store Brand Color Papad";"Store Brand Color Papad";"40";1;"Store_Brand_Color_Papad.png";"Snacks";"Food"
749;"Store Brand Field Bean";"Store Brand Field Bean";"108";1;"Store_Brand_Field_Bean.png";"Pulses";"Food"
750;"Store Brand Foxtail Millet";"Store Brand Foxtail Millet";"80";1;"Store_Brand_Foxtail_Millet.png";"Grains";"Food"
751;"Store Brand Little Millet Upma Rava (Semolina)";"Store Brand Little Millet Upma Rava (Semolina)";"130";1;"Store_Brand_Little_Millet_Upma_Rava_Semolina.png";"Grains";"Food"
752;"Store Brand Multi Millet Roti Flour";"Store Brand Multi Millet Roti Flour";"170";1;"Store_Brand_Multi_Millet_Roti_Flour.png";"Flour";"Food"
753;"Store Brand Proso Millet";"Store Brand Proso Millet";"95";1;"Store_Brand_Proso_Millet.png";"Millet";"Food"
754;"Store Brand Puli Kara Kulambu Podi";"Store Brand Puli Kara Kulambu Podi";"50";1;"Store_Brand_Puli_Kara_Kulambu_Podi.png";"Spices";"Food"
755;"Store Brand Samai Pongal Mix";"Store Brand Samai Pongal Mix";"69";1;"Store_Brand_Samai_Pongal_Mix.png";"Grains";"Food"
756;"Store Brand Sambar Powder";"Store Brand Sambar Powder";"40";1;"Store_Brand_Sambar_Powder.png";"Spices";"Food"
757;"Store Brand Sorghum Millet Upma Rava (Semolina)";"Store Brand Sorghum Millet Upma Rava (Semolina)";"90";1;"Store_Brand_Sorghum_Millet_Upma_Rava_Semolina.png";"Grains";"Food"
758;"Store Brand Thinai Pongal Mix";"Store Brand Thinai Pongal Mix";"69";1;"Store_Brand_Thinai_Pongal_Mix.png";"Grains";"Food"
759;"Sugandha Swarna Incense Stick";"Sugandha Swarna Incense Stick";"75";1;"Sugandha_Swarna_Incense_Stick.png";"Pooja";"Household"
760;"Sunflower Roasted Vermicelli";"Sunflower Roasted Vermicelli";"16";1;"Sunflower_Roasted_Vermicelli.png";"Pasta";"Food"
761;"Sunflower Whole Wheat Vermicelli";"Sunflower Whole Wheat Vermicelli";"23";1;"Sunflower_Whole_Wheat_Vermicelli.png";"Pasta";"Food"
762;"Sunsee's Traditional Mapillai Sambar Rice";"Sunsee's Traditional Mapillai Sambar Rice";"120";1;"Sunsee_s_Traditional_Mapillai_Sambar_Rice.png";"Rice.";"Food"
763;"Sunsee's Traditional Zeera Sambha Rice";"Sunsee's Traditional Zeera Sambha Rice";"120";1;"Sunsee_s_Traditional_Zeera_Sambha_Rice.png";"Rice.";"Food"
764;"Super Alox Spotzero Utensil Green";"Super Alox Spotzero Utensil Green";"10";1;"Super_Alox_Spotzero_Utensil_Green.png";"Dishwashing";"Household"
765;"Surface Cleaner Bison My Zol";"Surface Cleaner Bison My Zol";"69";1;"Surface_Cleaner_Bison_My_Zol.png";"Floor cleaner";"Household"
766;"Surface Cleaner Lyra Excel Lemon";"Surface Cleaner Lyra Excel Lemon";"35";1;"Surface_Cleaner_Lyra_Excel_Lemon.png";"Cleaning";"Household"
767;"Surfexcel Easy Wash Detergent Powder";"Surfexcel Easy Wash Detergent Powder";"58";1;"Surfexcel_Easy_Wash_Detergent_Powder.png";"Laundry";"Household"
768;"Surfexcel Matic Top Load Detergent Liquid";"Surfexcel Matic Top Load Detergent Liquid";"199";1;"Surfexcel_Matic_Top_Load_Detergent_Liquid.png";"Detergent";"Household"
769;"Surfexcel Matic Wash Front Load Detergent Liquid";"Surfexcel Matic Wash Front Load Detergent Liquid";"115";1;"Surfexcel_Matic_Wash_Front_Load_Detergent_Liquid.png";"Laundry";"Household"
770;"Surfexcel Quick Wash Detergent Powder";"Surfexcel Quick Wash Detergent Powder";"10";1;"Surfexcel_Quick_Wash_Detergent_Powder.png";"Detergent";"Household"
771;"Surya Salt";"Surya Salt";"16";1;"Surya_Salt.png";"Condiments";"Food"
772;"T Nature Himalaya Rock Salt";"T Nature Himalaya Rock Salt";"85";1;"T_Nature_Himalaya_Rock_Salt.png";"Condiments";"Food"
773;"T Nature Jaggery Powder";"T Nature Jaggery Powder";"26";1;"T_Nature_Jaggery_Powder.png";"Condiments";"Food"
774;"Tamilnadu Herbal Arugampul Powder";"Tamilnadu Herbal Arugampul Powder";"20";1;"Tamilnadu_Herbal_Arugampul_Powder.png";"Spices";"Food"
775;"Tamilnadu Herbal Athimathuram Powder";"Tamilnadu Herbal Athimathuram Powder";"40";1;"Tamilnadu_Herbal_Athimathuram_Powder.png";"Spices";"Food"
776;"Tamilnadu Herbal Gymnema Sylvestre Powder";"Tamilnadu Herbal Gymnema Sylvestre Powder";"30";1;"Tamilnadu_Herbal_Gymnema_Sylvestre_Powder.png";"Spices";"Food"
777;"Tamilnadu Herbal Hibiscus Powder";"Tamilnadu Herbal Hibiscus Powder";"50";1;"Tamilnadu_Herbal_Hibiscus_Powder.png";"Spices";"Food"
778;"Tamilnadu Herbal Red Sandal Wood Powder";"Tamilnadu Herbal Red Sandal Wood Powder";"40";1;"Tamilnadu_Herbal_Red_Sandal_Wood_Powder.png";"Spices";"Food"
779;"Tamilnadu Herbal Thulasi Powder";"Tamilnadu Herbal Thulasi Powder";"30";1;"Tamilnadu_Herbal_Thulasi_Powder.png";"Spices";"Food"
780;"Tamilnadu Herbal Tribulus Powder";"Tamilnadu Herbal Tribulus Powder";"40";1;"Tamilnadu_Herbal_Tribulus_Powder.png";"Spices";"Food"
781;"Tamilnadu Herbals Jamun Seeds Powder";"Tamilnadu Herbals Jamun Seeds Powder";"20";1;"Tamilnadu_Herbals_Jamun_Seeds_Powder.png";"Spices";"Food"
782;"Tapovana Bajra Dosa Mix";"Tapovana Bajra Dosa Mix";"52";1;"Tapovana_Bajra_Dosa_Mix.png";"Condiments";"Food"
783;"Tapovana Bajra Flour";"Tapovana Bajra Flour";"52";1;"Tapovana_Bajra_Flour.png";"Grains";"Food"
784;"Tapovana Bajra Rava";"Tapovana Bajra Rava";"48";1;"Tapovana_Bajra_Rava.png";"Grains";"Food"
785;"Tapovana Bamboo Rice";"Tapovana Bamboo Rice";"155";1;"Tapovana_Bamboo_Rice.png";"Grains";"Food"
786;"Tapovana Barley Porridge Mix";"Tapovana Barley Porridge Mix";"98";1;"Tapovana_Barley_Porridge_Mix.png";"Grains";"Food"
787;"Tapovana Barnyard Flour";"Tapovana Barnyard Flour";"96";1;"Tapovana_Barnyard_Flour.png";"Grains";"Food"
788;"Tapovana Barnyard Millet";"Tapovana Barnyard Millet";"98";1;"Tapovana_Barnyard_Millet.png";"Grains";"Food"
789;"Tapovana Barnyard Rava";"Tapovana Barnyard Rava";"90";1;"Tapovana_Barnyard_Rava.png";"Grains";"Food"
790;"Tapovana Besan";"Tapovana Besan";"70";1;"Tapovana_Besan.png";"Legume";"Food"
791;"Tapovana Besan Flour";"Tapovana Besan Flour";"38";1;"Tapovana_Besan_Flour.png";"Flour";"Food"
792;"Tapovana Black Cumin Seeds";"Tapovana Black Cumin Seeds";"55";1;"Tapovana_Black_Cumin_Seeds.png";"Spices";"Food"
793;"Tapovana Black Gram ( Karuppu Kollu)";"Tapovana Black Gram ( Karuppu Kollu)";"48";1;"Tapovana_Black_Gram_Karuppu_Kollu.png";"Spices";"Food"
794;"Tapovana Black Kavuni Upma Mix";"Tapovana Black Kavuni Upma Mix";"135";1;"Tapovana_Black_Kavuni_Upma_Mix.png";"Food";"Food"
795;"Tapovana Black Rice";"Tapovana Black Rice";"105";1;"Tapovana_Black_Rice.png";"Grains";"Food"
796;"Tapovana Boiled Rice";"Tapovana Boiled Rice";"375";1;"Tapovana_Boiled_Rice.png";"Rice";"Food"
797;"Tapovana Broken Channa";"Tapovana Broken Channa";"45";1;"Tapovana_Broken_Channa.png";"pulses";"Food"
798;"Tapovana Brown Channa";"Tapovana Brown Channa";"76";1;"Tapovana_Brown_Channa.png";"pulses";"Food"
799;"Tapovana Brown County Egg";"Tapovana Brown County Egg";"100";1;"Tapovana_Brown_County_Egg.png";"Dairy";"Food"
800;"Tapovana Brown Sugar ( Nattu Sakkarai)";"Tapovana Brown Sugar ( Nattu Sakkarai)";"56";1;"Tapovana_Brown_Suger_Nattu_Sakkarai.png";"Condiments";"Food"
801;"Tapovana Cashew Nuts";"Tapovana Cashew Nuts";"185";1;"Tapovana_Cashew_Nuts.png";"Nuts";"Food"
802;"Tapovana Chilly Powder";"Tapovana Chilly Powder";"52";1;"Tapovana_Chilly_Powder.png";"Spices";"Food"
803;"Tapovana Corriander Powder";"Tapovana Corriander Powder";"15";1;"Tapovana_Corriander_Powder.png";"Spices";"Food"
804;"Tapovana Dhall Rice Powder";"Tapovana Dhall Rice Powder";"55";1;"Tapovana_Dhall_Rice_Powder.png";"Spices";"Food"
805;"Tapovana Dhaniya";"Tapovana Dhaniya";"45";1;"Tapovana_Dhaniya.png";"Condiments";"Food"
806;"Tapovana Diabetic Porridge Health Mix";"Tapovana Diabetic Porridge Health Mix";"175";1;"Tapovana_Diabetic_Porridge_Health_Mix.png";"Food";"Food"
807;"Tapovana Dry Grapes Brown";"Tapovana Dry Grapes Brown";"45";1;"Tapovana_Dry_Grapes_Brown.png";"Dried fruit";"Food"
808;"Tapovana Fennel";"Tapovana Fennel";"35";1;"Tapovana_Fennel.png";"Condiments";"Food"
809;"Tapovana Fenugreek";"Tapovana Fenugreek";"20";1;"Tapovana_Fenugreek.png";"Spice";"Food"
810;"Tapovana Foxtail Flour";"Tapovana Foxtail Flour";"90";1;"Tapovana_Foxtail_Flour.png";"Flour";"Food"
811;"Tapovana Foxtail Rava";"Tapovana Foxtail Rava";"98";1;"Tapovana_Foxtail_Rava.png";"Grains";"Food"
812;"Tapovana Foxtail Rice";"Tapovana Foxtail Rice";"88";1;"Tapovana_Foxtail_Rice.png";"Grains";"Food"
813;"Tapovana Grains Rava";"Tapovana Grains Rava";"120";1;"Tapovana_Grains_Rava.png";"Grains";"Food"
814;"Tapovana Green Gram";"Tapovana Green Gram";"80";1;"Tapovana_Green_Gram.png";"Pulses";"Food"
815;"Tapovana Ground Nut Oil";"Tapovana Ground Nut Oil";"145";1;"Tapovana_Ground_Nut_Oil.png";"Oil";"Food"
816;"Tapovana Groundnut";"Tapovana Groundnut";"100";1;"Tapovana_Groundnut.png";"Nuts";"Food"
817;"Tapovana Honey Forest";"Tapovana Honey Forest";"185";1;"Tapovana_Honey_Forest.png";"Condiments";"Food"
818;"Tapovana Horse Gram Porridge Mix";"Tapovana Horse Gram Porridge Mix";"175";1;"Tapovana_Horse_Gram_Porridge_Mix.png";"Grains";"Food"
819;"Tapovana Idicha Sambar Powder";"Tapovana Idicha Sambar Powder";"75";1;"Tapovana_Idicha_Sambar_Powder.png";"Spices";"Food"
820;"Tapovana Idly & Dosa Batter";"Tapovana Idly & Dosa Batter";"50";1;"Tapovana_Idly_Dosa_Batter.png";"Condiments";"Food"
821;"Tapovana Idly Ellu Powder";"Tapovana Idly Ellu Powder";"65";1;"Tapovana_Idly_Ellu_Powder.png";"Spices";"Food"
822;"Tapovana Idly Powder";"Tapovana Idly Powder";"55";1;"Tapovana_Idly_Powder.png";"Condiments";"Food"
823;"Tapovana Idly Rice";"Tapovana Idly Rice";"60";1;"Tapovana_Idly_Rice.png";"Rice.";"Food"
824;"Tapovana Kambu Mavu Mix";"Tapovana Kambu Mavu Mix";"55";1;"Tapovana_Kambu_Mavu_Mix.png";"Millet";"Food"
825;"Tapovana Karunkuruvai Rice";"Tapovana Karunkuruvai Rice";"75";1;"Tapovana_Karunkuruvai_Rice.png";"Spices";"Food"
826;"Tapovana Kattu Yanam Rice";"Tapovana Kattu Yanam Rice";"75";1;"Tapovana_Kattu_Yanam_Rice.png";"Organic";"Food"
827;"Tapovana Kerala Red Rice";"Tapovana Kerala Red Rice";"54";1;"Tapovana_Kerala_Red_Rice.png";"Grains";"Food"
828;"Tapovana Kichilli Samba Rice";"Tapovana Kichilli Samba Rice";"68";1;"Tapovana_Kichilli_Samba_Rice.png";"Grains";"Food"
829;"Tapovana Kodo Flour";"Tapovana Kodo Flour";"85";1;"Tapovana_Kodo_Flour.png";"Millet";"Food"
830;"Tapovana Kodo Millet";"Tapovana Kodo Millet";"85";1;"Tapovana_Kodo_Millet.png";"Grains";"Food"
831;"Tapovana Kodo Rava";"Tapovana Kodo Rava";"98";1;"Tapovana_Kodo_Rava.png";"Grains";"Food"
832;"Tapovana Little Millet Rice";"Tapovana Little Millet Rice";"98";1;"Tapovana_Little_Millet_Rice.png";"Grains";"Food"
833;"Tapovana Little Rava";"Tapovana Little Rava";"100";1;"Tapovana_Little_Rava.png";"Grains";"Food"
834;"Tapovana Mappilai Samba Rice";"Tapovana Mappilai Samba Rice";"72";1;"Tapovana_Mappilai_Samba_Rice.png";"Grains";"Food"
835;"Tapovana Mappillai Samba Health Mix";"Tapovana Mappillai Samba Health Mix";"220";1;"Tapovana_Mappillai_Samba_Health_Mix.png";"Grains";"Food"
