"id";"name";"description";"price";"Qty";"image";"subcategory";"category"
160;"Himalaya Fresh Start Oil Clear Peach Face Wash";"Himalaya Fresh Start Oil Clear Peach Face Wash";"75";1;"Himalaya_Fresh_Start_Oil_Clear_Peach_Face_Wash.png";"Skincare";"Personal Care"
161;"Himalaya Fresh Start Oil Clear Strawberry Face Wash";"Himalaya Fresh Start Oil Clear Strawberry Face Wash";"75";1;"Himalaya_Fresh_Start_Oil_Clear_Strawberry_Face_Wash.png";"Skincare";"Personal Care"
162;"Himalaya Gentle Exfoliating Walnut Face Scrub";"Himalaya Gentle Exfoliating Walnut Face Scrub";"70";1;"Himalaya_Gentle_Exfoliating_Walnut_Face_Scrub.png";"Beauty";"Personal Care"
163;"Himalaya Herbals Active Fresh Gel Toothpaste";"Himalaya Herbals Active Fresh Gel Toothpaste";"50";1;"Himalaya_Herbals_Active_Fresh_Gel_Toothpaste.png";"Oral";"Personal Care"
164;"Himalaya Moisturizing Aloevera Face Wash";"Himalaya Moisturizing Aloevera Face Wash";"120";1;"Himalaya_Moisturizing_Aloevera_Face_Wash.png";"Skincare";"Personal Care"
165;"Himalaya Natural Glow Fairness Cream";"Himalaya Natural Glow Fairness Cream";"80";1;"Himalaya_Natural_Glow_Fairness_Cream.png";"Cosmetics";"Personal Care"
166;"Himalaya Oil Clear Lemon Face Wash";"Himalaya Oil Clear Lemon Face Wash";"63";1;"Himalaya_Oil_Clear_Lemon_Face_Wash.png";"Skincare";"Personal Care"
167;"Himalaya Oil Free Radiance Gental Cream";"Himalaya Oil Free Radiance Gental Cream";"235";1;"Himalaya_Oil_Free_Radiance_Gental_Cream.png";"Skincare";"Personal Care"
168;"Himalaya Protective Sunscreen Lotion";"Himalaya Protective Sunscreen Lotion";"190";1;"Himalaya_Protective_Sunscreen_Lotion.png";"Skincare";"Personal Care"
169;"Himalaya Protein Extra Nourishment Hair Cream";"Himalaya Protein Extra Nourishment Hair Cream";"80";1;"Himalaya_Protein_Extra_Nourishment_Hair_Cream.png";"Haircare";"Personal Care"
170;"Himalaya Refresging Cleansing Milk";"Himalaya Refresging Cleansing Milk";"83";1;"Himalaya_Refresging_Cleansing_Milk.png";"Skincare";"Personal Care"
171;"Himalaya Refreshing & Clarifying Toner";"Himalaya Refreshing & Clarifying Toner";"83";1;"Himalaya_Refreshing_Clarifying_Toner.png";"Skincare";"Personal Care"
172;"Himalaya Soothing Body Lotion";"Himalaya Soothing Body Lotion";"75";1;"Himalaya_Soothing_Body_Loation.png";"Bath";"Personal Care"
173;"Horlicks Bio Available Nutrients Classic Malt";"Horlicks Bio Available Nutrients Classic Malt";"215;396";1;"Horlicks_Bio_Available_Nutrients_Classic_Malt_Nutrition_Powder.png";"Breakfast";"Food"
174;"Horlicks Chocolate Delight Flavour";"Horlicks Chocolate Delight Flavour";"199;97";1;"Horlicks_Chocolate_Delight_Flavour.png";"Dairy";"Food"
175;"Horlicks Growth For 3 9 Age. Vanilla Flavour";"Horlicks Growth For 3 9 Age. Vanilla Flavour";"275";1;"Horlicks_Growth_For_3_9_Age_Vanilla_Flavour_Nutrition_Powder.png";"Nutrition";"Food"
176;"Horlicks Junior Orginal Flavour";"Horlicks Junior Orginal Flavour";"270";1;"Horlicks_Junior_Orginal_Flavour_Nutrition_Powder.png";"Baby food";"Food"
177;"Horlicks Mother Vanilla Flavour";"Horlicks Mother Vanilla Flavour";"220";1;"Horlicks_Mother_Vanilla_Flavour_Nutrition_Powder.png";"Dairy";"Food"
178;"Horlicks Protein+Chocolate Flavour Nutrition Powder";"Horlicks Protein+Chocolate Flavour Nutrition Powder";"280";1;"Horlicks_Protein_Chocolate_Flavour_Nutrition_Powder.png";"Supplement";"Food"
179;"Horlicks Women's";"Horlicks Women's";"270";1;"Horlicks_Women_s_Nutrition_Powder.png";"Dairy";"Food"
180;"Lite Horlicks Badham Flavour";"Lite Horlicks Badham Flavour";"278";1;"Lite_Horlicks_Badham_Flavour_Nutrition_Powder.png";"Dairy";"Food"
181;"Horlicks Mother Venilla Flavour";"Horlicks Mother Venilla Flavour";"499";1;"Mother_Horlicks_Venilla_Flavour_Nutrition_Powder.png";"Nutrition";"Food"
182;"India Gate Basmati Rice Classic";"India Gate Basmati Rice Classic";"216";1;"India_Gate_Basmati_Rice_Classic.png";"Rice";"Food"
183;"India Gate Basmati Rice Dubar";"India Gate Basmati Rice Dubar";"122";1;"India_Gate_Basmati_Rice_Dubar.png";"Rice";"Food"
184;"India Gate Basmati Rice Feast Rozzana";"India Gate Basmati Rice Feast Rozzana";"99";1;"India_Gate_Basmati_Rice_Feast_Rozzana.png";"Rice";"Food"
185;"India Gate Basmati Rice Super";"India Gate Basmati Rice Super";"165";1;"India_Gate_Basmati_Rice_Super.png";"Rice";"Food"
186;"India Gate Basmati Rice Tibar";"India Gate Basmati Rice Tibar";"129";1;"India_Gate_Basmati_Rice_Tibar.png";"Rice";"Food"
187;"Johnson's Active Kids Shiny Drops Shampoo";"Johnson's Active Kids Shiny Drops Shampoo";"165";1;"Johnson_s_Active_Kids_Shiny_Drops_Shampoo.png";"Beauty";"Personal Care"
188;"Johnson's Baby Shampoo";"Johnson's Baby Shampoo";"55";1;"Johnson_s_Baby_Sampoo.png";"Baby";"Personal Care"
189;"Johnson's Baby Soap Blossoms";"Johnson's Baby Soap Blossoms";"47";1;"Johnson_s_Baby_Soap_Blossoms.png";"Baby";"Personal Care"
190;"Johnson's Baby Top To Toe Bath Baby Bath Oil";"Johnson's Baby Top To Toe Bath Baby Bath Oil";"45";1;"Johnson_s_Baby_Top_To_Toe_Bath_Baby_Bath_Oil.png";"Baby";"Personal Care"
191;"K.P. Namboodiri's Aloe Vera Herbal Toothpaste";"K.P. Namboodiri's Aloe Vera Herbal Toothpaste";"55";1;"K_P_Namboodiri_s_Aloe_Vera_Herbal_Toothpaste.png";"Oral care";"Personal Care"
192;"K.P. Namboodiri's Gel Stronger By Nature Toothpaste";"K.P. Namboodiri's Gel Stronger By Nature Toothpaste";"85;48";1;"K_P_Namboodiri_s_Gel_Stronger_By_Nature_Toothpaste.png";"Oral";"Personal Care"
193;"K.P. Namboodiri's Herbal Toothpaste";"K.P. Namboodiri's Herbal Toothpaste";"22";1;"K_P_Namboodiri_s_Herbal_Toothpaste.png";"Oral care";"Personal Care"
194;"K.P. Namboodiri's Turmeric Fairness Cream";"K.P. Namboodiri's Turmeric Fairness Cream";"45";1;"K_P_Namboodiri_s_Turmeric_Fairness_Cream.png";"Cosmetics";"Personal Care"
195;"K.P. Namboodiri's Natural Salt Toothpaste";"K.P. Namboodiri's Natural Salt Toothpaste";"23";1;"K_P_Namboodiri_s_Natural_Salt_Toothpaste.png";"Oral care";"Personal Care"
196;"Kellogg's All Bran Wheat Flakes";"Kellogg's All Bran Wheat Flakes";"199";1;"Kellogg_s_All_Bran_Wheat_Flakes_Kellogg_s.png";"Cereal";"Food"
197;"Kellogg's Chocos";"Kellogg's Chocos";"55";1;"Kellogg_s_Chocos_Kellogg_s.png";"Breakfast";"Food"
198;"Kellogg's Chocos Mocns & Stars";"Kellogg's Chocos Mocns & Stars";"67";1;"Kellogg_s_Chocos_Mocns_Stars_Kellogg_s.png";"Cereal";"Food"
199;"Kellogg's Corn Flakes Orginal & The Best";"Kellogg's Corn Flakes Orginal & The Best";"295";1;"Kellogg_s_Corn_Flakes_Orginal_The_Best_Kellogg_s.png";"Breakfast";"Food"
200;"Kellogg's Corn Flakes With Real Strawberry Puree With Iron Shakti";"Kellogg's Corn Flakes With Real Strawberry Puree With Iron Shakti";"45";1;"Kellogg_s_Corn_Flakes_With_Real_Strawberry_Puree_With_Iron_Shakti_Kellogg_s.png";"Breakfast";"Food"
201;"Kellogg's Muesli Crunch Fruit And Nut";"Kellogg's Muesli Crunch Fruit And Nut";"290;150";1;"Kellogg_s_Muesli_Crunch_Fruit_And_Nut_Kellogg_s.png";"Breakfast";"Food"
202;"Kellogg's Muesli Nuts Delight";"Kellogg's Muesli Nuts Delight";"285";1;"Kellogg_s_Muesli_Nuts_Delight_Kellogg_s.png";"Cereal";"Food"
203;"Kellogg's Special K Orginal";"Kellogg's Special K Orginal";"60";1;"Kellogg_s_Special_K_Orginal_Kellogg_s.png";"Cereal";"Food"
204;"Kinder Joy With Surprise Kinder Joy";"Kinder Joy With Surprise Kinder Joy";"40";1;"Kinder_Joy_With_Surprise_Kinder_Joy.png";"Chocolate";"Food"
205;"Kinder Schokobons Crispy Kinder";"Kinder Schokobons Crispy Kinder";"40";1;"Kinder_Schokobons_Crispy_Kinder.png";"Chocolate";"Food"
206;"Kissan Mixed Friut Jam";"Kissan Mixed Friut Jam";"135";1;"Kissan_Mixed_Friut_Jam_Jam.png";"Condiments";"Food"
207;"Kissan Tomato Sauce";"Kissan Tomato Sauce";"103";1;"Kissan_Tomato_Sauce.png";"Condiments";"Food"
208;"Knorr Supy Noodles Mast Masala";"Knorr Supy Noodles Mast Masala";"15";1;"Knorr_Supy_Noodles_Mast_Masala.png";"Noodles";"Food"
209;"Kurkure Green Chutney Style Chips";"Kurkure Green Chutney Style Chips";"5";1;"Kurkure_Green_Chutney_Style_Chips.png";"Snacks";"Food"
210;"Kurkure Green Chutney Style Snacks";"Kurkure Green Chutney Style Snacks";"20";1;"Kurkure_Green_Chutney_Style_Snacks.png";"Snacks";"Food"
211;"Kurkure Masala Munch Snacks";"Kurkure Masala Munch Snacks";"5";1;"Kurkure_Masala_Munch_Snacks.png";"Snacks";"Food"
212;"Kurkure Multigrain Curry & Herbs Flavour Snacks";"Kurkure Multigrain Curry & Herbs Flavour Snacks";"10";1;"Kurkure_Multigrain_Curry_Herbs_Flavour_Snacks.png";"Snacks";"Food"
213;"Kurkure Puffcorn Yummy Cheese Snacks";"Kurkure Puffcorn Yummy Cheese Snacks";"5";1;"Kurkure_Puffcorn_Yummy_Cheese_Snacks.png";"Snacks";"Food"
214;"Kwality  Wall's Majestic Kesar Pista Ice Cream";"Kwality  Wall's Majestic Kesar Pista Ice Cream";"155";1;"Kwality_Wall_s_Majestic_Kesar_Pista_Ice_Cream.png";"Dessert";"Food"
215;"Kwality  Wall's So Alophonso Mango Ice Cream";"Kwality  Wall's So Alophonso Mango Ice Cream";"129";1;"Kwality_Wall_s_So_Alophonso_Mango_Ice_Cream.png";"Dessert";"Food"
216;"Kwality Wall's Blusining Strawberry Ice Cream";"Kwality Wall's Blusining Strawberry Ice Cream";"99";1;"Kwality_Wall_s_Blusining_Strawberry_Ice_Cream.png";"Dessert";"Food"
217;"Kwality Wall's Cassatta Ice Cream";"Kwality Wall's Cassatta Ice Cream";"55";1;"Kwality_Wall_s_Cassatta_Ice_Cream.png";"Desserts";"Food"
218;"Kwality Wall's Choco Bar Mini";"Kwality Wall's Choco Bar Mini";"10";1;"Kwality_Wall_s_Choco_Bar_Mini.png";"Dessert";"Food"
219;"Kwality Wall's Choco Vanilla Cornetto Ice Cream Choco Cone";"Kwality Wall's Choco Vanilla Cornetto Ice Cream Choco Cone";"30";1;"Kwality_Wall_s_Choco_Vanilla_Cornetto_Ice_Cream_Choco_Cone.png";"Dessert";"Food"
220;"Kwality Wall's Chocolate Feast Bar";"Kwality Wall's Chocolate Feast Bar";"35";1;"Kwality_Wall_s_Chocolate_Feast_Bar.png";"Dessert";"Food"
221;"Kwality Wall's Dazzli Tutti Frutti Ice Cream";"Kwality Wall's Dazzli Tutti Frutti Ice Cream";"125";1;"Kwality_Wall_s_Dazzli_Tutti_Frutti_Ice_Cream.png";"Dessert";"Food"
222;"Kwality Wall's Double Chocolate Cornetto Ice Cream Cone";"Kwality Wall's Double Chocolate Cornetto Ice Cream Cone";"40";1;"Kwality_Wall_s_Double_Chocolate_Cornetto_Ice_Cream_Cone.png";"Dessert";"Food"
223;"Kwality Wall's Ice Cream Ice Cream";"Kwality Wall's Ice Cream Ice Cream";"15";1;"Kwality_Wall_s_Ice_Cream_Ice_Cream.png";"Dairy";"Food"
224;"Kwality Wall's Mango Zap";"Kwality Wall's Mango Zap";"25";1;"Kwality_Wall_s_Mango_Zap.png";"Ice cream";"Food"
225;"Kwality Wall's Paddle Pop Cola Blast Ice Bar";"Kwality Wall's Paddle Pop Cola Blast Ice Bar";"10";1;"Kwality_Wall_s_Paddle_Pop_Cola_Blast_Ice_Bar.png";"Frozen";"Food"
226;"Kwality Wall's Sandwich Chocolate & Vanilla Ice Cream";"Kwality Wall's Sandwich Chocolate & Vanilla Ice Cream";"30";1;"Kwality_Wall_s_Sandwich_Chocolate_Vanilla_Ice_Cream.png";"Ice cream";"Food"
227;"Kwality Wall's Shahi Kulfi";"Kwality Wall's Shahi Kulfi";"20";1;"Kwality_Wall_s_Shahi_Kulfi.png";"Desserts";"Food"
228;"Kwality Wall's Shameless Vanilla Ice Cream";"Kwality Wall's Shameless Vanilla Ice Cream";"99";1;"Kwality_Wall_s_Shameless_Vanilla_Ice_Cream.png";"Dairy";"Food"
229;"Lakme 9 to 5 CC Complexion Care Cream";"Lakme 9 to 5 CC Complexion Care Cream";"99";1;"Lakme_9_to_5_CC_Complexion_Care_Cream.png";"Cosmetics";"Personal Care"
230;"Lakme Absolute Perfect Radiance Face Cream";"Lakme Absolute Perfect Radiance Face Cream";"125";1;"Lakme_Absolute_Perfect_Radiance_Face_Cream.png";"Cosmetics";"Personal Care"
231;"Layer'r Shot Body Perfume";"Layer'r Shot Body Perfume";"195";1;"Layer_r_Shot_Body_Perfume.png";"Cosmetics";"Personal Care"
232;"Lehar Ecervess Soda";"Lehar Ecervess Soda";"15";1;"Lehar_Ecervess_Soda.png";"Beverages";"Food"
233;"Lever Ayush Aloe Vera Cooling Face Gel";"Lever Ayush Aloe Vera Cooling Face Gel";"80";1;"Lever_Ayush_Aloe_Vera_Cooling_Face_Gel.png";"Skincare";"Personal Care"
234;"Lever Ayush Aval Millet Pongal Breakfast Mix";"Lever Ayush Aval Millet Pongal Breakfast Mix";"15";1;"Lever_Ayush_Aval_Millet_Pongal_Breakfast_Mix.png";"Breakfast";"Food"
235;"Lever Ayush Freshness Gel Cardamom Toothpaste";"Lever Ayush Freshness Gel Cardamom Toothpaste";"32";1;"Lever_Ayush_Freshness_Gel_Cardamom_Toothpaste.png";"Oral";"Personal Care"
236;"Lever Ayush Freshness Gel Toothpaste";"Lever Ayush Freshness Gel Toothpaste";"75";1;"Lever_Ayush_Freshness_Gel_Toothpaste.png";"Oral";"Personal Care"
237;"Lever Ayush Oil Clear Aloe Vera Face Wash";"Lever Ayush Oil Clear Aloe Vera Face Wash";"50";1;"Lever_Ayush_Oil_Clear_Aloe_Vera_Face_Wash.png";"Cosmetics";"Personal Care"
238;"Lever Ayush Whitening With Rock Salt Toothpaste";"Lever Ayush Whitening With Rock Salt Toothpaste";"32";1;"Lever_Ayush_Whitening_With_Rock_Salt_Toothpaste.png";"Oral care";"Personal Care"
239;"Lifebuoy Active Silver Formula Nature Hand Wash";"Lifebuoy Active Silver Formula Nature Hand Wash";"69";1;"Lifebuoy_Active_Silver_Formula_Nature_Hand_Wash.png";"Personal care";"Personal Care"
240;"Lion Arabian Dates Buy 1 Get 1 Free";"Lion Arabian Dates Buy 1 Get 1 Free";"187;100";1;"Lion_Arabian_Dates_Buy_1_Get_1_Free.png";"Dried fruit";"Food"
241;"Lion Dates Syrup";"Lion Dates Syrup";"196;107;66";1;"Lion_Dates_Syrup.png";"Condiments";"Food"
242;"Lion Desertking Dates ";"Lion Desertking Dates ";"120;228";1;"Lion_Desertking_Dates_.png";"Dried fruit";"Food"
243;"Lotte Choco Pie Premium Quality";"Lotte Choco Pie Premium Quality";"10";1;"Lotte_Choco_Pie_Premium_Quality.png";"Snacks";"Food"
244;"Maaza Refresh Cool Drink";"Maaza Refresh Cool Drink";"10";1;"Maaza_Refresh_Cool_Drink.png";"Beverages";"Food"
245;"Maggi 2 Minute Noodels";"Maggi 2 Minute Noodels";"12;23";1;"Maggi_2_Minute_Noodels.png";"Noodles";"Food"
246;"Maggi Sweetcorn Noodels";"Maggi Sweetcorn Noodels";"25";1;"Maggi_Sweetcorn_Noodels.png";"Noodles";"Food"
247;"Mamy Poko Pants Extra Absorb For New Born Babys";"Mamy Poko Pants Extra Absorb For New Born Babys";"99";1;"Mamy_Poko_Pants_Extra_Absorb_For_New_Born_Babys.png";"Baby";"Personal Care"
248;"Mamy Poko Pants Extra Absorb Large Baby's Diaper";"Mamy Poko Pants Extra Absorb Large Baby's Diaper";"499";1;"Mamy_Poko_Pants_Extra_Absorb_Large_Baby_s_Diaper.png";"Baby";"Personal Care"
249;"Mamy Poko Pants Extra Absorb Small Baby's Diaper";"Mamy Poko Pants Extra Absorb Small Baby's Diaper";"195";1;"Mamy_Poko_Pants_Extra_Absorb_Small_Baby_s_Diaper.png";"Baby";"Personal Care"
250;"Mamy Poko Pants Extra Absorb XXL Baby's Diaper";"Mamy Poko Pants Extra Absorb XXL Baby's Diaper";"275;499;275";1;"Mamy_Poko_Pants_Extra_Absorb_XXL_Baby_s_Diaper.png";"Baby";"Personal Care"
251;"Mamy Poko Pants Extra Absorb XXXL Baby's Diaper";"Mamy Poko Pants Extra Absorb XXXL Baby's Diaper";"299";1;"Mamy_Poko_Pants_Extra_Absorb_XXXL_Baby_s_Diaper.png";"Baby";"Personal Care"
252;"Mamy Poko Pants New Born Baby's Diaper";"Mamy Poko Pants New Born Baby's Diaper";"8";1;"Mamy_Poko_Pants_New_Born_Baby_s_Diaper.png";"Baby";"Personal Care"
253;"Mamy Poko Pants Size Small Baby's Diaper";"Mamy Poko Pants Size Small Baby's Diaper";"9";1;"Mamy_Poko_Pants_Size_Small_Baby_s_Diaper.png";"Baby Care";"Personal Care"
254;"Mamy Poko Pants Size XL Baby's Diaper";"Mamy Poko Pants Size XL Baby's Diaper";"16";1;"Mamy_Poko_Pants_Size_XL_Baby_s_Diaper.png";"Baby";"Personal Care"
255;"Mccain Frenchfries Fried";"Mccain Frenchfries Fried";"45";1;"Mccain_Frenchfries_Fried_Snacks.png";"Frozen";"Food"
256;"Mccain Mini Samosa And French Fries Fired";"Mccain Mini Samosa And French Fries Fired";"100";1;"Mccain_Mini_Samosa_And_French_Fries_Fired_Snacks.png";"Snacks";"Food"
257;"Mccain Smiles Fried";"Mccain Smiles Fried";"45;107";1;"Mccain_Smiles_Fried_Snacks.png";"Frozen";"Food"
258;"Medimix Sandal Handwash";"Medimix Sandal Handwash";"180";1;"Medimix_Sandal_Handwash.png";"Bath";"Personal Care"
259;"Milky Mist Cheese Block";"Milky Mist Cheese Block";"114";1;"Milky_Mist_Cheese_Block.png";"Dairy";"Food"
260;"Milky Mist Cooking Butter Un Salted";"Milky Mist Cooking Butter Un Salted";"100;240";1;"Milky_Mist_Cooking_Butter_Un_Salted.png";"Dairy";"Food"
261;"Milky Mist Farm Fresh Butter Milk";"Milky Mist Farm Fresh Butter Milk";"8";1;"Milky_Mist_Farm_Fresh_Butter_Milk.png";"Dairy";"Food"
262;"Milky Mist Fresh Cream Medium";"Milky Mist Fresh Cream Medium";"60";1;"Milky_Mist_Fresh_Cream_Medium.png";"Dairy";"Food"
263;"Milky Mist Green Apple Lassi";"Milky Mist Green Apple Lassi";"20";1;"Milky_Mist_Green_Apple_Lassi.png";"Dairy";"Food"
264;"Milky Mist Gulab Jamun Mix Buy 1 Get 1 Free";"Milky Mist Gulab Jamun Mix Buy 1 Get 1 Free";"99";1;"Milky_Mist_Gulab_Jamun_Mix_Buy_1_Get_1_Free.png";"Dessert";"Food"
265;"Minute Maid Apple Cool Drink";"Minute Maid Apple Cool Drink";"10";1;"Minute_Maid_Apple_Cool_Drink.png";"Health drink";"Food"
266;"Minute Maid Pulpy Orange Drink";"Minute Maid Pulpy Orange Drink";"35";1;"Minute_Maid_Pulpy_Orange_Drink.png";"Beverages";"Food"
267;"Minute Maid Smoothie Mango + Banana";"Minute Maid Smoothie Mango + Banana";"30";1;"Minute_Maid_Smoothie_Mango_Banana.png";"Beverages";"Food"
268;"Mirinda Orange Juice";"Mirinda Orange Juice";"90";1;"Mirinda_Orange_Juice.png";"Beverages";"Food"
269;"Monster Energy Drink";"Monster Energy Drink";"95";1;"Monster_Energy_Drink.png";"Beverages";"Food"
270;"MTR Gulab Jamun";"MTR Gulab Jamun";"220";1;"Mtr_Gulab_Jamun.png";"Dessert";"Food"
271;"MTR Rasagolla";"MTR Rasagolla";"115";1;"Mtr_Rasagolla.png";"Dessert";"Food"
272;"Naga Bubbly Maida";"Naga Bubbly Maida";"58";1;"Naga_Bubbly_Maida.png";"Flour";"Food"
273;"Nataraj Pen";"Nataraj Pen";"5";1;"Nataraj_Pen.png";"Stationary";"Stationary"
274;"Nataraj Pencil";"Nataraj Pencil";"3;40";1;"Nataraj_Pencil.png";"Stationery";"Personal Care"
275;"Neem Active Toothpaste";"Neem Active Toothpaste";"10";1;"Neem_Active_Toothpast.png";"Oral";"Personal Care"
276;"Nestle Cerelac Wheat Apple Carrot Cerelac";"Nestle Cerelac Wheat Apple Carrot Cerelac";"195";1;"Nestle_Cerelac_Wheat_Apple_Carrot_Cerelac.png";"Baby food";"Food"
277;"Nestle Cerelac Wheat Apple Cerelac";"Nestle Cerelac Wheat Apple Cerelac";"179";1;"Nestle_Cerelac_Wheat_Apple_Cerelac.png";"Baby food";"Food"
278;"Nestle Cerelac Wheat Nestle Cerelac";"Nestle Cerelac Wheat Nestle Cerelac";"169";1;"Nestle_Cerelac_Wheat_Nestle_Cerelac.png";"Baby food";"Food"
279;"Nestle Cerelac Wheat Rice Mixed Fruit";"Nestle Cerelac Wheat Rice Mixed Fruit";"229";1;"Nestle_Cerelac_Wheat_Rice_Mixed_Fruit_Cerelac.png";"Baby food";"Food"
280;"Nestle Nan Pro 1";"Nestle Nan Pro 1";"560";1;"Nestle_Nan_Pro_1_Nestle.png";"Baby food";"Food"
281;"Nippon Aa Hi Top Heavy Duty Battery";"Nippon Aa Hi Top Heavy Duty Battery";"15";1;"Nippon_Aa_Hi_Top_Heavy_Duty_Battery.png";"Batteries";"Household"
282;"Nippon Gold Aaa Extra Heavy Duty Battery";"Nippon Gold Aaa Extra Heavy Duty Battery";"12.5";1;"Nippon_Gold_Aaa_Extra_Heavy_Duty_Battery.png";"Batteries";"Household"
283;"Nivea Fruit Lip Balm";"Nivea Fruit Lip Balm";"45";1;"Nivea_Fruit_Lip_Balm.png";"Beauty";"Personal Care"
284;"Nivea Soft Vitamin E Light Moisturiser";"Nivea Soft Vitamin E Light Moisturiser";"36";1;"Nivea_Soft_Vitamin_E_Light_Moisturiser.png";"Beauty";"Personal Care"
285;"Nut Khhut Black Raisins Seedless";"Nut Khhut Black Raisins Seedless";"130";1;"Nut_Khhut_Black_Raisins_Seedless.png";"Dried fruit";"Food"
286;"Olay Anti Ageing Cream Age Protect Cream";"Olay Anti Ageing Cream Age Protect Cream";"189;329";1;"Olay_Anti_Ageing_Cream_Age_Protect_Cream.png";"Skincare";"Personal Care"
287;"Olay Lightweight Day Spf 15 Anti Ageing Cream";"Olay Lightweight Day Spf 15 Anti Ageing Cream";"399";1;"Olay_Lightweight_Day_Spf_15_Anti_Ageing_Cream.png";"Beauty";"Personal Care"
288;"Olay Natural White Day Spf 24 Fairness Cream";"Olay Natural White Day Spf 24 Fairness Cream";"365";1;"Olay_Natural_White_Day_Spf_24_Fairness_Cream.png";"Skincare";"Personal Care"
289;"Olay Natural White Instant With UV Protect Fairness Cream";"Olay Natural White Instant With UV Protect Fairness Cream";"169";1;"Olay_Natural_White_Instant_With_UV_Protect_Fairness_Cream.png";"Skincare";"Personal Care"
290;"Olay Night Nourishing Repair Cream";"Olay Night Nourishing Repair Cream";"365";1;"Olay_Night_Nourishing_Repair_Cream.png";"Beauty";"Personal Care"
291;"Old Spice After Shave Loation Orginal";"Old Spice After Shave Loation Orginal";"215";1;"Old_Spice_After_Shave_Loation_Orginal.png";"Toiletries";"Food"
292;"Old Spice Orginal Deodorant Spray";"Old Spice Orginal Deodorant Spray";"199";1;"Old_Spice_Orginal_Deodorant_Spray.png";"Personal care";"Personal Care"
293;"Pampers 5 Star Skin Comfort For For Bew Babys Upto 5kg Baby's Diaper";"Pampers 5 Star Skin Comfort For For Bew Babys Upto 5kg Baby's Diaper";"399";1;"Pampers_5_Star_Skin_Comfort_For_For_Bew_Babys_Upto_5kg_Baby_s_Diaper.png";"Baby";"Personal Care"
294;"Pampers Fresh Clean Baby Wipes";"Pampers Fresh Clean Baby Wipes";"185";1;"Pampers_Fresh_Clean_Baby_Wipes.png";"Baby";"Personal Care"
295;"Park Avenue Lemon Storm Shaving Cream";"Park Avenue Lemon Storm Shaving Cream";"35";1;"Park_Avenue_Lemon_Storm_Shaving_Cream.png";"Toiletries";"Food"
296;"Parle Hide & Seek Chocolate Chips";"Parle Hide & Seek Chocolate Chips";"30;10";1;"Parle_Hide_Seek_Chocolate_Chips.png";"Snacks";"Food"
297;"Parle Hide & Seek Choco Chips Strawberry Creme Sandwiches";"Parle Hide & Seek Choco Chips Strawberry Creme Sandwiches";"25";1;"Parle_Hide_Seek_Choco_Chips_Strawberry_Creme_Sandwiches.png";"Biscuits";"Food"
298;"Parle Hide & Seek Choco Rolls";"Parle Hide & Seek Choco Rolls";"25";1;"Parle_Hide_Seek_Choco_Rolls.png";"Snacks";"Food"
299;"Parle Krackjack Butter Masala Biscuits";"Parle Krackjack Butter Masala Biscuits";"10";1;"Parle_Krackjack_Butter_Masala_Biscuits.png";"Biscuits";"Food"
300;"Parle Milano Choco Delight Biscuits";"Parle Milano Choco Delight Biscuits";"35";1;"Parle_Milano_Choco_Delight_Biscuits.png";"Cookies";"Food"
301;"Parle Milano Mixed Berries Biscuits";"Parle Milano Mixed Berries Biscuits";"35";1;"Parle_Milano_Mixed_Berries_Biscuits.png";"Cookies";"Food"
302;"Parle Milk Shakthi Biscuits";"Parle Milk Shakthi Biscuits";"10";1;"Parle_Milk_Shakthi_Biscuits.png";"Biscuits";"Food"
303;"Parle Nutricrunch Digestive Biscuits";"Parle Nutricrunch Digestive Biscuits";"20";1;"Parle_Nutricrunch_Digestive_Biscuits.png";"Cookies";"Food"
304;"Parry's Amrit Natural Brown Sugar";"Parry's Amrit Natural Brown Sugar";"40";1;"Parry_s_Amrit_Natural_Brown_Sugar.png";"Condiments";"Food"
305;"Pattu Mami's Appalam";"Pattu Mami's Appalam";"80";1;"Pattu_Mami_s_Appalam.png";"Snacks";"Food"
306;"Pepsi Energy Drink";"Pepsi Energy Drink";"35";1;"Pepsi_Energy_Drink.png";"Beverages";"Food"
307;"Pepsi Soft Drink Pet";"Pepsi Soft Drink Pet";"65";1;"Pepsi_Soft_Drink_Pet.png";"Beverages";"Food"
308;"Pepsodent Cavity Protection 2 In 1 Fight Grems & Freshens Breath Toothpaste";"Pepsodent Cavity Protection 2 In 1 Fight Grems & Freshens Breath Toothpaste";"49";1;"Pepsodent_Cavity_Protection_2_In_1_Fight_Grems_Freshens_Breath_Toothpaste.png";"Oral care";"Personal Care"
309;"Pepsodent Gumcare+ Toothpaste";"Pepsodent Gumcare+ Toothpaste";"50";1;"Pepsodent_Gumcare_Toothpaste.png";"Oral care";"Personal Care"
310;"Pepsodent Lavang & Salt Toothpaste";"Pepsodent Lavang & Salt Toothpaste";"92";1;"Pepsodent_Lavang_Salt_Toothpaste.png";"Oral care";"Personal Care"
311;"Perk Double";"Perk Double";"10";1;"Perk_Double_Perk.png";"Candy";"Food"
312;"Pond's Dreamflower Face Powder";"Pond's Dreamflower Face Powder";"225;78";1;"Pond_s_Dreamflower_Face_Powder.png";"Bath and Beauty";"Personal Care"
313;"Pond's Sandal Talcum Powder";"Pond's Sandal Talcum Powder";"235;52";1;"Pond_s_Sandal_Talcum_Powder.png";"Bath and Beauty";"Personal Care"
